title,rouge1,rouge2,rougeL
Ozone National Ambient Air Quality Standard Deadline Harmonization Act of 2015,0.5405405405405406,0.21728395061728398,0.2702702702702703
Department of Energy Laboratory Modernization and Technology Transfer Act of 2015,0.23989569752281617,0.11241830065359477,0.1408083441981747
United States-Macau Policy Act of 1999,0.4730964467005076,0.3011190233977619,0.265989847715736
Federal Spectrum Incentive Act of 2013,0.5382653061224489,0.22250639386189258,0.26275510204081637
To assure quality and best value with respect to Federal construction projects by prohibiting the practice known as bid shopping.,0.30849220103986136,0.08695652173913043,0.1386481802426343
Endangered Species Community Advisory Board Act of 1995,0.622107969151671,0.4599483204134367,0.34447300771208234
"To amend title 38, United States Code, to prohibit demonstrations at places of mourning during a funeral, memorial service, or other bereavement ceremony honoring a deceased veteran.",0.5386313465783663,0.31929046563192903,0.33995584988962474
A bill to direct the Attorney General to provide grants and access to information and resources for the implementation of the Sex Offender Registration Tips and Crime Victims Center Programs.,0.24596774193548385,0.16599190283400808,0.1935483870967742
Helping to Encourage Real Opportunities (HERO) for At-Risk Youth Act,0.40217391304347827,0.16363636363636364,0.17391304347826086
Responsible Deficit Reduction Act of 1995,0.27478260869565213,0.07678883071553229,0.14608695652173911
International Development Act of 1994,0.40665434380776344,0.16326530612244897,0.24399260628465802
Foreign Business Bribery Prohibition Act of 2016,0.4421768707482993,0.15068493150684933,0.25170068027210885
"To amend title 38, United States Code, to prohibit the Secretary of Veterans Affairs from collecting certain copayments from veterans who are catastrophically disabled, and for other purposes.",0.3824289405684755,0.07272727272727274,0.20671834625323
Emergency Drought Relief Act of 1998,0.2764227642276423,0.05737704918032787,0.14634146341463417
Educational Empowerment Act,0.04545454545454546,0.0,0.04545454545454546
Cyber Defense of Federal Networks Act of 2015,0.5915492957746479,0.27214377406931967,0.2381562099871959
"To amend the Federal Power Act to provide for enforcement, including criminal penalties, by the Federal Energy Regulatory Commission of electric reliability standards, and for other purposes.",0.3621621621621621,0.13586956521739132,0.15675675675675674
Preserve Rights Of States and Political subdivisions to Encourage Retirement Savings Act,0.18072289156626506,0.0663983903420523,0.09839357429718874
"A bill to provide Alaska Native Corporations, through an election process, standing to contest the disallowance of certain tax losses by the Internal Revenue Service if the purchasers of the losses agree; and to offset any associated revenue losses by increasing the interest rate on certain related tax deficiencies.",0.12839506172839507,0.019851116625310174,0.09876543209876543
"To amend title XVIII of the Social Security Act to require that Medicare prescription drug plans using formularies cover all drugs included in 6 specified therapeutic categories, to establish protective requirements for coverage determinations, reconsiderations, and appeals related to such drugs, and to require annual reports on such determinations, reconsiderations, and appeals.",0.19678714859437751,0.10080645161290323,0.11646586345381527
Connect with Veterans Act of 2014,0.5484536082474227,0.1946169772256729,0.27628865979381445
To establish a National Sex Offender Risk Classification Task Force to create guidelines for the establishment of a risk-based sex offender classification system for use in sex offender registries.,0.30508474576271183,0.07386363636363637,0.1807909604519774
To designate certain conduct by sports agents relating to the signing of contracts with student athletes as unfair and deceptive acts or practices to be regulated by the Federal Trade Commission.,0.5290023201856149,0.31701631701631705,0.21345707656612528
"To amend title VII of the Social Security Act to require the President to transmit the annual budget of the Social Security Administration without revisions to Congress, and for other purposes.",0.3992467043314501,0.21928166351606806,0.2598870056497175
"A bill to provide additional resources and funding to address inspection delays at United States ports of entry on the Southern border, open additional inspection lanes, hire more inspectors, and provide recruitment and retention incentives for United States customs and Border Protection officers who serve on the Northern and Southern borders.",0.2602739726027397,0.06593406593406594,0.13424657534246576
"A bill to establish the Mark O. Hatfield-Elizabeth Furse Scholarship and Excellence in Tribal Governance Foundation, and for other purposes.",0.5006385696040869,0.2714468629961588,0.2886334610472542
"To reauthorize the program of block grants to States for temporary assistance for needy families through fiscal year 2012, and for other purposes.",0.24657534246575344,0.0,0.136986301369863
EPIC Act of 2015,0.4916773367477593,0.3003851091142491,0.37131882202304733
To amend the Securities Act of 1933 to require the Securities and Exchange Commission to exempt a certain class of securities from such Act.,0.4809688581314879,0.22916666666666666,0.22145328719723184
